********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend,C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
noczbwq,P,06/01/2022 12:30,1,1,,30.5,<0> ,44.15,<0> ,28.3,<0> ,176.9,<0> ,11.4,<0> ,0.57,<0> ,0.55,<3> [GCC],8.0,<1> [SPC],33,<0> ,
noczbwq,P,06/01/2022 12:45,1,1,,30.8,<0> ,44.26,<0> ,28.4,<0> ,175.7,<0> ,11.2,<0> ,0.52,<0> ,0.50,<3> [GCC],8.0,<1> [SPC],47,<0> ,
noczbwq,P,06/01/2022 13:00,1,1,,31.0,<0> ,44.30,<0> ,28.4,<0> ,174.5,<0> ,11.1,<0> ,0.49,<0> ,0.47,<3> [GCC],8.0,<1> [SPC],80,<0> ,
noczbwq,P,06/01/2022 13:15,1,1,,31.1,<0> ,44.64,<0> ,28.7,<0> ,184.6,<0> ,11.7,<0> ,0.45,<0> ,0.43,<3> [GCC],8.0,<1> [SPC],47,<0> ,
noczbwq,P,06/01/2022 13:30,1,1,,31.3,<0> ,44.68,<0> ,28.7,<0> ,184.6,<0> ,11.7,<0> ,0.41,<0> ,0.39,<3> [GCC],8.0,<1> [SPC],32,<0> ,
noczbwq,P,06/01/2022 13:45,1,1,,31.5,<0> ,44.62,<0> ,28.6,<0> ,180.8,<0> ,11.4,<0> ,0.38,<0> ,0.37,<3> [GCC],8.0,<1> [SPC],42,<0> ,
noczbwq,P,06/01/2022 14:00,1,1,,31.9,<0> ,44.60,<0> ,28.6,<0> ,185.9,<0> ,11.7,<0> ,0.34,<0> ,,<-2> [GCM],8.0,<1> [SPC],39,<0> ,
noczbwq,P,06/01/2022 14:15,1,1,,32.2,<0> ,44.63,<0> ,28.6,<0> ,190.1,<0> ,11.9,<0> ,0.31,<0> ,,<-2> [GCM],8.0,<1> [SPC],25,<0> ,
noczbwq,P,06/01/2022 14:30,1,1,,32.5,<0> ,44.58,<0> ,28.6,<0> ,192.4,<0> ,12.0,<0> ,0.28,<0> ,,<-2> [GCM],8.0,<1> [SPC],30,<0> ,
noczbwq,P,06/01/2022 14:45,1,1,,32.8,<0> ,44.58,<0> ,28.6,<0> ,169.7,<0> ,10.5,<0> ,0.25,<0> ,,<-2> [GCM],7.9,<1> [SPC],39,<0> ,
noczbwq,P,06/01/2022 15:00,1,1,,33.1,<0> ,44.64,<0> ,28.6,<0> ,172.9,<0> ,10.6,<0> ,0.22,<0> ,,<-2> [GCM],7.9,<1> [SPC],50,<0> ,
noczbwq,P,06/01/2022 15:15,1,1,,33.3,<0> ,44.90,<0> ,28.8,<0> ,170.7,<0> ,10.5,<0> ,0.20,<0> ,,<-2> [GCM],7.9,<1> [SPC],51,<0> ,
noczbwq,P,06/01/2022 15:30,1,1,,33.6,<0> ,45.21,<0> ,29.0,<0> ,162.1,<0> ,9.9,<0> ,0.18,<0> ,,<-2> [GCM],7.9,<1> [SPC],62,<0> ,
noczbwq,P,06/01/2022 15:45,1,1,,33.8,<0> ,45.26,<0> ,29.0,<0> ,170.5,<0> ,10.3,<0> ,0.16,<0> ,,<-2> [GCM],7.9,<1> [SPC],58,<0> ,
noczbwq,P,06/01/2022 16:00,1,1,,34.0,<0> ,45.33,<0> ,29.1,<0> ,164.0,<0> ,9.9,<0> ,0.14,<0> ,0.13,<3> [GCC],7.9,<1> [SPC],61,<0> ,
noczbwq,P,06/01/2022 16:15,1,1,,33.8,<0> ,45.30,<0> ,29.1,<0> ,148.8,<0> ,9.0,<0> ,0.12,<0> ,0.11,<3> [GCC],7.9,<1> [SPC],69,<0> ,
noczbwq,P,06/01/2022 16:30,1,1,,33.7,<0> ,45.28,<0> ,29.0,<0> ,149.8,<0> ,9.1,<0> ,0.11,<0> ,0.10,<3> [GCC],7.8,<1> [SPC],63,<0> ,
noczbwq,P,06/01/2022 16:45,1,1,,33.4,<0> ,44.78,<0> ,28.7,<0> ,122.6,<0> ,7.5,<0> ,0.10,<0> ,0.09,<3> [GCC],7.8,<1> [SPC],64,<0> ,
noczbwq,P,06/01/2022 17:00,1,1,,32.9,<0> ,45.33,<0> ,29.1,<0> ,143.1,<0> ,8.8,<0> ,0.11,<0> ,,<-2> [GCM],7.9,<1> [SPC],42,<0> ,
noczbwq,P,06/01/2022 17:15,1,1,,32.8,<0> ,45.37,<0> ,29.1,<0> ,152.4,<0> ,9.4,<0> ,0.14,<0> ,,<-2> [GCM],8.0,<1> [SPC],40,<0> ,
noczbwq,P,06/01/2022 17:30,1,1,,32.5,<0> ,45.36,<0> ,29.1,<0> ,149.3,<0> ,9.2,<0> ,0.17,<0> ,,<-2> [GCM],8.1,<1> [SPC],49,<0> ,
noczbwq,P,06/01/2022 17:45,1,1,,32.3,<0> ,45.47,<0> ,29.2,<0> ,141.1,<0> ,8.8,<0> ,0.22,<0> ,,<-2> [GCM],8.0,<1> [SPC],55,<0> ,
noczbwq,P,06/01/2022 18:00,1,1,,32.0,<0> ,45.26,<0> ,29.1,<0> ,138.7,<0> ,8.7,<0> ,0.27,<0> ,,<-2> [GCM],8.1,<1> [SPC],44,<0> ,
noczbwq,P,06/01/2022 18:15,1,1,,31.7,<0> ,44.73,<0> ,28.7,<0> ,108.6,<0> ,6.8,<0> ,0.34,<0> ,,<-2> [GCM],7.9,<1> [SPC],39,<0> ,
noczbwq,P,06/01/2022 18:30,1,1,,31.5,<0> ,42.66,<0> ,27.2,<0> ,95.7,<0> ,6.1,<0> ,0.43,<0> ,,<-2> [GCM],7.7,<1> [SPC],49,<0> ,
noczbwq,P,06/01/2022 18:45,1,1,,31.3,<0> ,42.00,<0> ,26.8,<0> ,87.4,<0> ,5.6,<0> ,0.53,<0> ,,<-2> [GCM],7.7,<1> [SPC],66,<0> ,
noczbwq,P,06/01/2022 19:00,1,1,,31.0,<0> ,42.00,<0> ,26.8,<0> ,88.5,<0> ,5.7,<0> ,0.64,<0> ,0.64,<3> [GCC],7.7,<1> [SPC],65,<0> ,
noczbwq,P,06/01/2022 19:15,1,1,,30.8,<0> ,42.01,<0> ,26.8,<0> ,93.1,<0> ,6.0,<0> ,0.76,<0> ,0.76,<3> [GCC],7.8,<1> [SPC],69,<0> ,
noczbwq,P,06/01/2022 19:30,1,1,,30.7,<0> ,42.00,<0> ,26.8,<0> ,93.8,<0> ,6.1,<0> ,0.88,<0> ,0.88,<3> [GCC],7.8,<1> [SPC],53,<0> ,
noczbwq,P,06/01/2022 19:45,1,1,,30.7,<0> ,42.89,<0> ,27.4,<0> ,96.4,<0> ,6.2,<0> ,0.98,<0> ,0.98,<3> [GCC],7.9,<1> [SPC],49,<0> ,
noczbwq,P,06/01/2022 20:00,1,1,,30.7,<0> ,43.28,<0> ,27.7,<0> ,99.5,<0> ,6.4,<0> ,1.05,<0> ,1.05,<3> [GCC],7.9,<1> [SPC],52,<0> ,
noczbwq,P,06/01/2022 20:15,1,1,,30.6,<0> ,43.40,<0> ,27.8,<0> ,104.8,<0> ,6.7,<0> ,1.11,<0> ,1.11,<3> [GCC],7.9,<1> [SPC],47,<0> ,
noczbwq,P,06/01/2022 20:30,1,1,,30.6,<0> ,43.78,<0> ,28.1,<0> ,107.0,<0> ,6.9,<0> ,1.16,<0> ,1.15,<3> [GCC],8.0,<1> [SPC],43,<0> ,
noczbwq,P,06/01/2022 20:45,1,1,,30.5,<0> ,43.96,<0> ,28.2,<0> ,105.1,<0> ,6.8,<0> ,1.21,<0> ,1.20,<3> [GCC],7.9,<1> [SPC],47,<0> ,
noczbwq,P,06/01/2022 21:00,1,1,,30.5,<0> ,43.37,<0> ,27.8,<0> ,103.9,<0> ,6.7,<0> ,1.25,<0> ,1.24,<3> [GCC],7.9,<1> [SPC],27,<0> ,
noczbwq,P,06/01/2022 21:15,1,1,,30.0,<0> ,42.18,<0> ,27.0,<0> ,85.4,<0> ,5.6,<0> ,1.28,<0> ,1.27,<3> [GCC],7.8,<1> [SPC],28,<0> ,
noczbwq,P,06/01/2022 21:30,1,1,,29.8,<0> ,41.93,<0> ,26.8,<0> ,83.7,<0> ,5.5,<0> ,1.31,<0> ,1.30,<3> [GCC],7.8,<1> [SPC],41,<0> ,
noczbwq,P,06/01/2022 21:45,1,1,,29.6,<0> ,41.50,<0> ,26.5,<0> ,81.0,<0> ,5.3,<0> ,1.32,<0> ,1.31,<3> [GCC],7.8,<1> [SPC],58,<0> ,
noczbwq,P,06/01/2022 22:00,1,1,,29.6,<0> ,41.69,<0> ,26.6,<0> ,82.5,<0> ,5.4,<0> ,1.32,<0> ,1.31,<3> [GCC],7.8,<1> [SPC],22,<0> ,
noczbwq,P,06/01/2022 22:15,1,1,,29.5,<0> ,41.64,<0> ,26.6,<0> ,81.4,<0> ,5.4,<0> ,1.31,<0> ,1.30,<3> [GCC],7.8,<1> [SPC],19,<0> ,
noczbwq,P,06/01/2022 22:30,1,1,,29.5,<0> ,41.71,<0> ,26.6,<0> ,84.1,<0> ,5.5,<0> ,1.29,<0> ,1.28,<3> [GCC],7.8,<1> [SPC],22,<0> ,
noczbwq,P,06/01/2022 22:45,1,1,,29.5,<0> ,41.95,<0> ,26.8,<0> ,85.2,<0> ,5.6,<0> ,1.26,<0> ,1.25,<3> [GCC],7.8,<1> [SPC],23,<0> ,
noczbwq,P,06/01/2022 23:00,1,1,,29.5,<0> ,42.24,<0> ,27.0,<0> ,86.9,<0> ,5.7,<0> ,1.21,<0> ,1.20,<3> [GCC],7.8,<1> [SPC],34,<0> ,
noczbwq,P,06/01/2022 23:15,1,1,,29.5,<0> ,42.51,<0> ,27.2,<0> ,86.5,<0> ,5.7,<0> ,1.16,<0> ,1.15,<3> [GCC],7.8,<1> [SPC],32,<0> ,
noczbwq,P,06/01/2022 23:30,1,1,,29.5,<0> ,42.58,<0> ,27.3,<0> ,86.8,<0> ,5.7,<0> ,1.10,<0> ,1.10,<3> [GCC],7.8,<1> [SPC],33,<0> ,
noczbwq,P,06/01/2022 23:45,1,1,,29.5,<0> ,42.75,<0> ,27.4,<0> ,77.4,<0> ,5.1,<0> ,1.04,<0> ,1.04,<3> [GCC],7.8,<1> [SPC],32,<0> ,
noczbwq,P,06/02/2022 00:00,1,1,,29.5,<0> ,42.93,<0> ,27.5,<0> ,78.6,<0> ,5.2,<0> ,0.98,<0> ,0.98,<3> [GCC],7.8,<1> [SPC],29,<0> ,
noczbwq,P,06/02/2022 00:15,1,1,,29.3,<0> ,42.88,<0> ,27.5,<0> ,68.6,<0> ,4.5,<0> ,0.93,<0> ,0.93,<3> [GCC],7.7,<1> [SPC],39,<0> ,
noczbwq,P,06/02/2022 00:30,1,1,,29.2,<0> ,42.95,<0> ,27.5,<0> ,67.9,<0> ,4.5,<0> ,0.87,<0> ,0.87,<3> [GCC],7.7,<1> [SPC],40,<0> ,
noczbwq,P,06/02/2022 00:45,1,1,,28.9,<0> ,42.80,<0> ,27.4,<0> ,49.3,<0> ,3.3,<0> ,0.82,<0> ,0.82,<3> [GCC],7.5,<1> [SPC],72,<0> ,
noczbwq,P,06/02/2022 01:00,1,1,,28.8,<0> ,42.93,<0> ,27.5,<0> ,52.1,<0> ,3.5,<0> ,0.77,<0> ,0.77,<3> [GCC],7.5,<1> [SPC],71,<0> ,
noczbwq,P,06/02/2022 01:15,1,1,,28.5,<0> ,42.81,<0> ,27.4,<0> ,44.2,<0> (CDA),2.9,<0> (CDA),0.72,<0> ,0.72,<3> [GCC],7.4,<1> [SPC],53,<0> ,
noczbwq,P,06/02/2022 01:30,1,1,,28.5,<0> ,42.92,<0> ,27.5,<0> ,47.4,<0> ,3.2,<0> ,0.67,<0> ,0.67,<3> [GCC],7.4,<1> [SPC],60,<0> ,
noczbwq,P,06/02/2022 01:45,1,1,,28.4,<0> ,42.97,<0> ,27.6,<0> ,46.6,<0> ,3.1,<0> ,0.62,<0> ,0.62,<3> [GCC],7.4,<1> [SPC],67,<0> ,
noczbwq,P,06/02/2022 02:00,1,1,,28.1,<0> ,42.97,<0> ,27.6,<0> ,46.6,<0> ,3.1,<0> ,0.57,<0> ,0.57,<3> [GCC],7.3,<1> [SPC],92,<0> ,
noczbwq,P,06/02/2022 02:15,1,1,,27.9,<0> ,42.96,<0> ,27.6,<0> ,45.3,<0> ,3.1,<0> ,0.52,<0> ,0.52,<3> [GCC],7.3,<1> [SPC],60,<0> ,
noczbwq,P,06/02/2022 02:30,1,1,,27.9,<0> ,42.93,<0> ,27.5,<0> ,46.3,<0> ,3.1,<0> ,0.48,<0> ,0.48,<3> [GCC],7.3,<1> [SPC],45,<0> ,
noczbwq,P,06/02/2022 02:45,1,1,,27.8,<0> ,42.94,<0> ,27.6,<0> ,46.0,<0> ,3.1,<0> ,0.44,<0> ,0.44,<3> [GCC],7.3,<1> [SPC],63,<0> ,
noczbwq,P,06/02/2022 03:00,1,1,,27.8,<0> ,43.12,<0> ,27.7,<0> ,42.4,<0> (CDA),2.9,<0> (CDA),0.40,<0> ,0.40,<3> [GCC],7.3,<1> [SPC],75,<0> ,
noczbwq,P,06/02/2022 03:15,1,1,,27.6,<0> ,43.25,<0> ,27.8,<0> ,41.5,<0> (CDA),2.8,<0> (CDA),0.36,<0> ,0.36,<3> [GCC],7.3,<1> [SPC],76,<0> ,
noczbwq,P,06/02/2022 03:30,1,1,,27.4,<0> ,43.99,<0> ,28.3,<0> ,39.4,<0> (CDA),2.7,<0> (CDA),0.33,<0> ,0.33,<3> [GCC],7.3,<1> [SPC],94,<0> ,
noczbwq,P,06/02/2022 03:45,1,1,,27.2,<0> ,44.04,<0> ,28.4,<0> ,39.3,<0> (CDA),2.7,<0> (CDA),0.30,<0> ,0.30,<3> [GCC],7.3,<1> [SPC],100,<0> ,
noczbwq,P,06/02/2022 04:00,1,1,,27.0,<0> ,44.10,<0> ,28.4,<0> ,40.7,<0> (CDA),2.8,<0> (CDA),0.27,<0> ,0.27,<3> [GCC],7.3,<1> [SPC],315,<0> ,
noczbwq,P,06/02/2022 04:15,1,1,,26.8,<0> ,44.30,<0> ,28.6,<0> ,38.9,<0> (CDA),2.7,<0> (CDA),0.24,<0> ,0.24,<3> [GCC],7.3,<1> [SPC],131,<0> ,
noczbwq,P,06/02/2022 04:30,1,1,,26.7,<0> ,44.38,<0> ,28.6,<0> ,36.4,<0> (CDA),2.5,<0> (CDA),0.22,<0> ,0.22,<3> [GCC],7.3,<1> [SPC],66,<0> ,
noczbwq,P,06/02/2022 04:45,1,1,,26.5,<0> ,44.50,<0> ,28.7,<0> ,35.6,<0> (CDA),2.4,<0> (CDA),0.19,<0> ,0.19,<3> [GCC],7.3,<1> [SPC],56,<0> ,
noczbwq,P,06/02/2022 05:00,1,1,,26.4,<0> ,44.35,<0> ,28.6,<0> ,35.1,<0> (CDA),2.4,<0> (CDA),0.17,<0> ,0.17,<3> [GCC],7.3,<1> [SPC],74,<0> ,
noczbwq,P,06/02/2022 05:15,1,1,,26.2,<0> ,44.11,<0> ,28.4,<0> ,34.1,<0> (CDA),2.4,<0> (CDA),0.15,<0> ,0.15,<3> [GCC],7.3,<1> [SPC],86,<0> ,
noczbwq,P,06/02/2022 05:30,1,1,,26.0,<0> ,43.66,<0> ,28.1,<0> ,31.1,<0> (CDA),2.2,<0> (CDA),0.13,<0> ,0.13,<3> [GCC],7.2,<1> [SPC],56,<0> ,
noczbwq,P,06/02/2022 05:45,1,1,,26.2,<0> ,42.86,<0> ,27.5,<0> ,41.0,<0> (CDA),2.8,<0> (CDA),0.12,<0> ,0.12,<3> [GCC],7.3,<1> [SPC],42,<0> ,
noczbwq,P,06/02/2022 06:00,1,1,,26.2,<0> ,41.60,<0> ,26.6,<0> ,51.4,<0> ,3.6,<0> ,0.13,<0> ,0.13,<3> [GCC],7.3,<1> [SPC],57,<0> ,
noczbwq,P,06/02/2022 06:15,1,1,,26.1,<0> ,41.46,<0> ,26.5,<0> ,53.4,<0> ,3.7,<0> ,0.16,<0> ,0.16,<3> [GCC],7.4,<1> [SPC],64,<0> ,
noczbwq,P,06/02/2022 06:30,1,1,,25.9,<0> ,42.03,<0> ,27.0,<0> ,51.8,<0> ,3.6,<0> ,0.19,<0> ,0.19,<3> [GCC],7.3,<1> [SPC],50,<0> ,
noczbwq,P,06/02/2022 06:45,1,1,,25.9,<0> ,41.18,<0> ,26.3,<0> ,54.7,<0> ,3.8,<0> ,0.23,<0> ,0.23,<3> [GCC],7.3,<1> [SPC],58,<0> ,
noczbwq,P,06/02/2022 07:00,1,1,,26.2,<0> ,40.80,<0> ,26.1,<0> ,60.5,<0> ,4.2,<0> ,0.28,<0> ,0.28,<3> [GCC],7.4,<1> [SPC],66,<0> ,
noczbwq,P,06/02/2022 07:15,1,1,,26.2,<0> ,40.77,<0> ,26.0,<0> ,61.4,<0> ,4.3,<0> ,0.33,<0> ,0.33,<3> [GCC],7.4,<1> [SPC],92,<0> ,
noczbwq,P,06/02/2022 07:30,1,1,,26.4,<0> ,41.80,<0> ,26.8,<0> ,59.0,<0> ,4.1,<0> ,0.40,<0> ,0.40,<3> [GCC],7.4,<1> [SPC],76,<0> ,
noczbwq,P,06/02/2022 07:45,1,1,,26.6,<0> ,42.75,<0> ,27.5,<0> ,56.4,<0> ,3.9,<0> ,0.47,<0> ,0.47,<3> [GCC],7.4,<1> [SPC],412,<0> ,
noczbwq,P,06/02/2022 08:00,1,1,,26.8,<0> ,43.20,<0> ,27.8,<0> ,56.6,<0> ,3.9,<0> ,0.55,<0> ,,<-2> [GCM],7.4,<1> [SPC],718,<0> ,
noczbwq,P,06/02/2022 08:15,1,1,,26.9,<0> ,43.96,<0> ,28.3,<0> ,58.9,<0> ,4.0,<0> ,0.63,<0> ,,<-2> [GCM],7.4,<1> [SPC],406,<0> ,
noczbwq,P,06/02/2022 08:30,1,1,,27.0,<0> ,44.34,<0> ,28.6,<0> ,63.8,<0> ,4.3,<0> ,0.71,<0> ,,<-2> [GCM],7.5,<1> [SPC],176,<0> ,
noczbwq,P,06/02/2022 08:45,1,1,,27.0,<0> ,44.56,<0> ,28.7,<0> ,68.1,<0> ,4.6,<0> ,0.78,<0> ,,<-2> [GCM],7.6,<1> [SPC],78,<0> ,
noczbwq,P,06/02/2022 09:00,1,1,,26.8,<0> ,44.35,<0> ,28.6,<0> ,65.0,<0> ,4.4,<0> ,0.84,<0> ,,<-2> [GCM],7.5,<1> [SPC],48,<0> ,
noczbwq,P,06/02/2022 09:15,1,1,,26.8,<0> ,44.04,<0> ,28.4,<0> ,67.4,<0> ,4.6,<0> ,0.89,<0> ,,<-2> [GCM],7.5,<1> [SPC],67,<0> ,
noczbwq,P,06/02/2022 09:30,1,1,,26.8,<0> ,43.62,<0> ,28.1,<0> ,65.4,<0> ,4.5,<0> ,0.93,<0> ,,<-2> [GCM],7.4,<1> [SPC],48,<0> ,
noczbwq,P,06/02/2022 09:45,1,1,,27.1,<0> ,43.18,<0> ,27.7,<0> ,75.0,<0> ,5.1,<0> ,0.96,<0> ,,<-2> [GCM],7.5,<1> [SPC],48,<0> ,
noczbwq,P,06/02/2022 10:00,1,1,,27.1,<0> ,43.06,<0> ,27.7,<0> ,70.9,<0> ,4.8,<0> ,0.97,<0> ,0.99,<3> [GCC],7.5,<1> [SPC],42,<0> ,
noczbwq,P,06/02/2022 10:15,1,1,,27.3,<0> ,42.88,<0> ,27.5,<0> ,78.8,<0> ,5.4,<0> ,0.97,<0> ,0.99,<3> [GCC],7.6,<1> [SPC],60,<0> ,
noczbwq,P,06/02/2022 10:30,1,1,,27.8,<0> ,42.60,<0> ,27.3,<0> ,90.9,<0> ,6.1,<0> ,0.97,<0> ,0.99,<3> [GCC],7.7,<1> [SPC],112,<0> ,
noczbwq,P,06/02/2022 10:45,1,1,,27.8,<0> ,42.59,<0> ,27.3,<0> ,92.1,<0> ,6.2,<0> ,0.96,<0> ,0.98,<3> [GCC],7.7,<1> [SPC],56,<0> ,
noczbwq,P,06/02/2022 11:00,1,1,,27.9,<0> ,42.51,<0> ,27.2,<0> ,102.1,<0> ,6.9,<0> ,0.94,<0> ,0.96,<3> [GCC],7.7,<1> [SPC],42,<0> ,
noczbwq,P,06/02/2022 11:15,1,1,,28.1,<0> ,42.50,<0> ,27.2,<0> ,110.1,<0> ,7.4,<0> ,0.90,<0> ,0.92,<3> [GCC],7.7,<1> [SPC],27,<0> ,
noczbwq,P,06/02/2022 11:30,1,1,,28.2,<0> ,42.91,<0> ,27.5,<0> ,117.5,<0> ,7.9,<0> ,0.87,<0> ,0.89,<3> [GCC],7.7,<1> [SPC],43,<0> ,
noczbwq,P,06/02/2022 11:45,1,1,,28.4,<0> ,43.10,<0> ,27.7,<0> ,123.3,<0> ,8.2,<0> ,0.83,<0> ,0.85,<3> [GCC],7.8,<1> [SPC],70,<0> ,
noczbwq,P,06/02/2022 12:00,1,1,,28.7,<0> ,43.20,<0> ,27.7,<0> ,132.9,<0> ,8.8,<0> ,0.78,<0> ,0.80,<3> [GCC],7.9,<1> [SPC],86,<0> ,
noczbwq,P,06/02/2022 12:15,1,1,,28.8,<0> ,43.24,<0> ,27.7,<0> ,136.0,<0> ,9.0,<0> ,0.74,<0> ,0.77,<3> [GCC],7.9,<1> [SPC],78,<0> ,
noczbwq,P,06/02/2022 12:30,1,1,,28.9,<0> ,43.28,<0> ,27.8,<0> ,137.2,<0> ,9.1,<0> ,0.70,<0> ,0.73,<3> [GCC],7.9,<1> [SPC],65,<0> ,
noczbwq,P,06/02/2022 12:45,1,1,,29.1,<0> ,43.25,<0> ,27.7,<0> ,140.9,<0> ,9.3,<0> ,0.66,<0> ,0.69,<3> [GCC],7.9,<1> [SPC],71,<0> ,
noczbwq,P,06/02/2022 13:00,1,1,,29.2,<0> ,42.99,<0> ,27.6,<0> ,141.9,<0> ,9.3,<0> ,0.61,<0> ,,<-2> [GCM],7.9,<1> [SPC],67,<0> ,
noczbwq,P,06/02/2022 13:15,1,1,,29.3,<0> ,42.64,<0> ,27.3,<0> ,128.0,<0> ,8.4,<0> ,0.57,<0> ,,<-2> [GCM],7.8,<1> [SPC],84,<0> ,
noczbwq,P,06/02/2022 13:30,1,1,,29.5,<0> ,42.62,<0> ,27.3,<0> ,124.3,<0> ,8.2,<0> ,0.53,<0> ,,<-2> [GCM],7.7,<1> [SPC],158,<0> ,
noczbwq,P,06/02/2022 13:45,1,1,,29.6,<0> ,42.83,<0> ,27.4,<0> ,137.8,<0> ,9.0,<0> ,0.49,<0> ,,<-2> [GCM],7.8,<1> [SPC],131,<0> ,
noczbwq,P,06/02/2022 14:00,1,1,,29.8,<0> ,42.82,<0> ,27.4,<0> ,133.3,<0> ,8.7,<0> ,0.45,<0> ,,<-2> [GCM],7.8,<1> [SPC],253,<0> ,
noczbwq,P,06/02/2022 14:15,1,1,,30.0,<0> ,43.04,<0> ,27.6,<0> ,134.8,<0> ,8.8,<0> ,0.42,<0> ,,<-2> [GCM],7.8,<1> [SPC],128,<0> ,
noczbwq,P,06/02/2022 14:30,1,1,,30.2,<0> ,43.09,<0> ,27.6,<0> ,131.5,<0> ,8.5,<0> ,0.39,<0> ,,<-2> [GCM],7.8,<1> [SPC],136,<0> ,
noczbwq,P,06/02/2022 14:45,1,1,,30.4,<0> ,43.14,<0> ,27.6,<0> ,127.1,<0> ,8.2,<0> ,0.35,<0> ,,<-2> [GCM],7.8,<1> [SPC],178,<0> ,
noczbwq,P,06/02/2022 15:00,1,1,,30.6,<0> ,43.03,<0> ,27.5,<0> ,117.5,<0> ,7.6,<0> ,0.32,<0> ,0.35,<3> [GCC],7.7,<1> [SPC],370,<0> ,
noczbwq,P,06/02/2022 15:15,1,1,,30.7,<0> ,43.34,<0> ,27.8,<0> ,116.0,<0> ,7.5,<0> ,0.29,<0> ,0.32,<3> [GCC],7.7,<1> [SPC],285,<0> ,
noczbwq,P,06/02/2022 15:30,1,1,,30.6,<0> ,43.32,<0> ,27.7,<0> ,105.5,<0> ,6.8,<0> ,0.27,<0> ,0.31,<3> [GCC],7.7,<1> [SPC],252,<0> ,
noczbwq,P,06/02/2022 15:45,1,1,,30.5,<0> ,43.28,<0> ,27.7,<0> ,98.7,<0> ,6.4,<0> ,0.24,<0> ,0.28,<3> [GCC],7.6,<1> [SPC],357,<0> ,
noczbwq,P,06/02/2022 16:00,1,1,,30.3,<0> ,42.72,<0> ,27.3,<0> ,92.4,<0> ,6.0,<0> ,0.22,<0> ,,<-2> [GCM],7.6,<1> [SPC],649,<0> ,
noczbwq,P,06/02/2022 16:15,1,1,,30.4,<0> ,43.12,<0> ,27.6,<0> ,99.1,<0> ,6.4,<0> ,0.19,<0> ,,<-2> [GCM],7.6,<1> [SPC],837,<0> ,
noczbwq,P,06/02/2022 16:30,1,1,,30.4,<0> ,43.37,<0> ,27.8,<0> ,103.8,<0> ,6.7,<0> ,0.17,<0> ,,<-2> [GCM],7.7,<1> [SPC],693,<0> ,
noczbwq,P,06/02/2022 16:45,1,1,,30.2,<0> ,42.96,<0> ,27.5,<0> ,91.8,<0> ,6.0,<0> ,0.15,<0> ,,<-2> [GCM],7.6,<1> [SPC],666,<0> ,
noczbwq,P,06/02/2022 17:00,1,1,,30.0,<0> ,42.92,<0> ,27.5,<0> ,86.5,<0> ,5.6,<0> ,0.14,<0> ,,<-2> [GCM],7.6,<1> [SPC],253,<0> ,
noczbwq,P,06/02/2022 17:15,1,1,,29.9,<0> ,42.95,<0> ,27.5,<0> ,89.8,<0> ,5.9,<0> ,0.13,<0> ,,<-2> [GCM],7.7,<1> [SPC],280,<0> ,
noczbwq,P,06/02/2022 17:30,1,1,,29.7,<0> ,42.86,<0> ,27.4,<0> ,84.9,<0> ,5.5,<0> ,0.13,<0> ,,<-2> [GCM],7.7,<1> [SPC],216,<0> ,
noczbwq,P,06/02/2022 17:45,1,1,,29.6,<0> ,43.10,<0> ,27.6,<0> ,87.7,<0> ,5.7,<0> ,0.15,<0> ,,<-2> [GCM],7.7,<1> [SPC],183,<0> ,
noczbwq,P,06/02/2022 18:00,1,1,,29.5,<0> ,43.32,<0> ,27.8,<0> ,86.6,<0> ,5.7,<0> ,0.18,<0> ,0.22,<3> [GCC],7.7,<1> [SPC],100,<0> ,
noczbwq,P,06/02/2022 18:15,1,1,,29.6,<0> ,43.52,<0> ,27.9,<0> ,86.8,<0> ,5.7,<0> ,0.22,<0> ,0.26,<3> [GCC],7.7,<1> [SPC],161,<0> ,
noczbwq,P,06/02/2022 18:30,1,1,,29.5,<0> ,44.01,<0> ,28.3,<0> ,86.6,<0> ,5.6,<0> ,0.27,<0> ,0.31,<3> [GCC],7.8,<1> [SPC],101,<0> ,
noczbwq,P,06/02/2022 18:45,1,1,,29.7,<0> ,44.27,<0> ,28.5,<0> ,84.1,<0> ,5.5,<0> ,0.33,<0> ,0.36,<3> [GCC],7.7,<1> [SPC],148,<0> ,
noczbwq,P,06/02/2022 19:00,1,1,,29.5,<0> ,44.33,<0> ,28.5,<0> ,86.9,<0> ,5.7,<0> ,0.40,<0> ,0.43,<3> [GCC],7.8,<1> [SPC],56,<0> ,
noczbwq,P,06/02/2022 19:15,1,1,,29.0,<0> ,41.67,<0> ,26.6,<0> ,80.5,<0> ,5.3,<0> ,0.48,<0> ,0.51,<3> [GCC],7.7,<1> [SPC],70,<0> ,
noczbwq,P,06/02/2022 19:30,1,1,,28.9,<0> ,40.13,<0> ,25.5,<0> ,79.8,<0> ,5.3,<0> ,0.59,<0> ,0.62,<3> [GCC],7.7,<1> [SPC],82,<0> ,
